First name,Last name,Uni ID,Institution,Department,Email address,Groups,Assignment: Assignment 1 (SQL): Marks and Feedback (Real),Assignment: Assignment 2 (Database Theory): Marks and Feedback (Real),Quiz: NoSQL Test (Real),Total marks for quizzes (Real),Lab activities (Lab 1-8) (Real),Final Exam (Real),"Quiz: Quiz for Week 2 (deadline: 11:59pm, Aug 1, Tuesday) (Real)","Quiz: Quiz for Week 3 (deadline 23:59, August 8, Tuesday) (Real)","Quiz: Quiz for Week 4 (deadline: 11:59pm, August 15, Tuesday) (Real)","Quiz: Quiz for Week 5 (deadline: 11:59pm, 22 August, Tuesday) (Real)","Quiz: Quiz for Week 6 (deadline: 11:59pm, 29 August, Tuesday) (Real)","Quiz: Quiz for Week 7 (deadline: 11:59pm, 19 September, Tuesday) (Real)","Quiz: Quiz for Week 8 (deadline 11:59pm, 26 September, Tuesday) (Real)","Quiz: Quiz for Week 9 (deadline: 23:59, 3 October, Tuesday) (Real)","Quiz: Quiz for Week 10 (deadline: 11:59pm, October 10, Tuesday) (Real)","Quiz: Quiz for Week 11 (deadline: 11:59pm, 17 October, Tuesday) (Real)",Attendance: Lab Engagement (Real),Attendance: Lab 8 Engagement (Real),Quiz: DA/PX Exam (Real),Course total (Real),Last downloaded from this course
VGEMHP,MSXBTQ,u0000234,,,u0000234@anu.edu.au,[MyTT] ComA/08 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),9.2,3.9,3.1,2.6,1.7,14.5,0.4,0.3,0.3,0.1,0.6,0.3,0.6,0.4,0.2,-,38.2,-,-,35.3,1710372715
DBFCLW,XCTGXJ,u0000235,,,u0000235@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/22 (Classes 7460/7511);Supplementary and Deferred Exam,18.9,10.8,2.4,3.1,2.2,-,0.5,0.5,0.6,0.3,0.6,0.4,0.6,0.5,0.4,0.5,69.6,-,48.5,36.1,1710372715
HJBSXL,ISIJQI,u0000236,,,u0000236@anu.edu.au,[MyTT] ComA/01 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),15.8,9.7,4,3.1,2.2,22.5,0.6,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.5,0.5,90.7,-,-,54.2,1710372715
OLORDN,CARAJO,u0000237,,,u0000237@anu.edu.au,[MyTT] ComA/12 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),17.8,5.3,4.6,3,2.1,29.9,0.4,0.4,0.5,0.6,0.6,0.3,0.2,0.4,0.2,-,70.3,-,-,65.2,1710372715
EJKJOP,WLDRVY,u0000238,,,u0000238@anu.edu.au,[MyTT] ComA/18 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),18.2,13.7,4,3.1,2.4,37.4,0.4,0.5,0.4,0.6,0.4,0.6,0.4,0.4,-,-,56.3,-,-,72.9,1710372715
LECXCD,BWGTBD,u0000239,,,u0000239@anu.edu.au,[MyTT] ComA/14 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),8.1,10.9,3.6,2.5,1.7,42.5,0.5,-,0.3,0.3,0.6,0.2,0.5,0.4,0.3,0.6,42.3,-,-,65.1,1710372715
WHZCDP,KOJCBO,u0000240,,,u0000240@anu.edu.au,[MyTT] ComA/04 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 1 (02) Mon Oct 16 14:00 - 16:00 (HN 1.24),21.1,15.6,2.8,3,2.3,36.6,0.4,0.6,0.4,0.4,0.6,0.3,0.3,0.4,0.2,0.5,92.9,101.2,-,89,1710372715
RAZDOI,BNPDFO,u0000241,,,u0000241@anu.edu.au,[MyTT] ComA/10 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 1 (01) Wed Oct 11 16:00 - 18:00 (CSIT N115/N116),15.6,10.9,4.6,3.3,2.2,35,0.6,0.6,0.5,0.5,0.5,0.5,0.5,0.6,0.4,0.5,73.8,0,-,74.9,1710372715
SWYTOD,HJYMUF,u0000242,,,u0000242@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/07 (Classes 7460/7511),16.4,11.3,3.2,3.4,2.3,45,0.6,-,0.6,0.6,0.5,0.4,0.5,0.5,0.5,0.5,72.8,-,-,84.8,1710372715
LIAMTT,IUNOTT,u0000243,,,u0000243@anu.edu.au,[MyTT] ComA/14 (Classes 7460/7511);Lab 8 Option 1 (01) Wed Oct 11 16:00 - 18:00 (CSIT N115/N116),18.6,14.9,4.1,3.3,2.4,54.7,0.4,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.3,0.4,96.3,0,-,96.6,1710372715
DWPFBA,BJCJVV,u0000244,,,u0000244@anu.edu.au,[MyTT] ComA/11 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),18.5,10.2,3.5,2.8,2.3,34.3,0.4,0.6,0.4,0.5,0.6,0.4,0.6,0.5,0.2,0.4,64.4,-,-,79.4,1710372715
PBMMCI,VHIHOL,u0000245,,,u0000245@anu.edu.au,[MyTT] ComA/05 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),18.4,10.4,4.4,3.2,2.3,34.5,0.5,0.4,0.5,0.5,0.5,0.6,0.6,0.6,0.4,0.6,86.7,-,-,70.4,1710372715
RSOQRN,YYEWVS,u0000246,,,u0000246@anu.edu.au,[MyTT] ComA/04 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 2 (01) Tue Oct 10 8:00 - 10:00 (CSIT N115/N116),20.6,13.6,2.7,2.9,2.1,42.8,0.4,0.6,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.6,89.8,114.9,-,87.7,1710372715
XFVDNP,HZOYZZ,u0000247,,,u0000247@anu.edu.au,[MyTT] ComA/02 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 1 (02) Mon Oct 16 14:00 - 16:00 (HN 1.24),18.2,13.4,4,3.6,2.3,36.2,0.5,0.3,0.6,0.6,0.6,0.6,0.5,0.6,0.4,0.5,110.7,116.6,-,80.5,1710372715
UTYESV,QKODBW,u0000248,,,u0000248@anu.edu.au,[MyTT] ComA/17 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 1 (02) Mon Oct 16 14:00 - 16:00 (HN 1.24),21.8,16.8,4.6,3,2.1,31,0.5,0.5,0.5,0.4,0.6,0.6,0.6,0.5,0.3,0.6,70.1,-,-,73.7,1710372715
JIRWLF,FPVUUY,u0000249,,,u0000249@anu.edu.au,[MyTT] ComA/19 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),18.5,12.5,4,3.1,2.3,31.9,0.6,0.4,0.4,0.1,0.6,0.5,0.5,0.6,0.3,0.5,59,-,-,74.6,1710372715
GDIZUV,PYLRZE,u0000250,,,u0000250@anu.edu.au,[MyTT] ComA/08 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 1 (01) Wed Oct 11 16:00 - 18:00 (CSIT N115/N116),19.4,15.8,4.1,3.5,2.2,30,0.6,0.5,0.4,0.5,0.5,0.5,0.6,0.5,0.4,0.5,75.3,0,-,79.6,1710372715
KUZJYE,BUPINP,u0000251,,,u0000251@anu.edu.au,[MyTT] ComA/17 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),20.5,15.3,4,3.6,2.2,44.7,-,0.6,0.6,0.6,0.6,-,0.5,0.6,0.4,0.6,87.1,-,-,103,1710372715
MUSUPE,GRRLXY,u0000252,,,u0000252@anu.edu.au,[MyTT] ComA/17 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),20.5,14,4.9,3.2,1.6,21.8,0.4,0.5,0.2,0.1,0.6,0.5,0.4,0.4,-,0.6,38.1,-,-,68.9,1710372715
ZIVLDI,QYRFUH,u0000253,,,u0000253@anu.edu.au,[MyTT] ComA/09 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),19.9,14.1,3.5,2.9,2.2,39.1,0.5,0.6,0.4,0.4,0.6,0.2,0.5,0.3,0.1,0.6,66.8,-,-,86.5,1710372715
QOFQIC,DNRANJ,u0000254,,,u0000254@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/23 (Classes 7460/7511);Lab 8 Option 3 (01) Thu Oct 12 18:00 - 20:00 (HN 1.24),17.5,13.6,3.4,2.7,2.2,36,0.5,0.4,0.5,0.5,-,0.6,0.6,0.4,0.4,0.5,68.7,-,-,78.6,1710372715
CJMGPO,CUNRPX,u0000255,,,u0000255@anu.edu.au,[MyTT] ComA/01 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Supplementary and Deferred Exam,8.6,5.1,-,2.9,2.1,28.9,0.3,0.5,0.4,0.2,0.5,0.3,-,0.3,0.2,0.5,59.5,-,28.2,47.9,1710372715
SMRAPE,UAGHRL,u0000256,,,u0000256@anu.edu.au,[MyTT] ComA/09 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),16.5,12.2,2.5,2.8,2,38.1,0.3,0.5,0.4,0.5,0.5,-,0.4,-,0.5,-,51.3,-,-,67.1,1710372715
ZAGKVW,KBYTMD,u0000257,,,u0000257@anu.edu.au,[MyTT] ComA/06 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 3 (02) Mon Oct 16 16:00 - 18:00 (HN 1.24),17.1,14,3.9,2.9,2.2,36.8,0.4,0.5,0.5,0.5,0.5,0.5,0.4,0.5,0.5,0.5,111.5,106.7,-,84.8,1710372715
SXTBES,ZBERNR,u0000258,,,u0000258@anu.edu.au,[MyTT] ComA/06 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 1 (01) Wed Oct 11 16:00 - 18:00 (CSIT N115/N116),19.5,10.7,3.9,2.7,2.2,19.4,0.5,0.4,0.6,0.2,-,0.6,0.6,0.4,0.3,0.4,52.5,104.4,-,57.2,1710372715
XBUZKM,UMQKUK,u0000259,,,u0000259@anu.edu.au,[MyTT] ComA/20 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 3 (02) Mon Oct 16 16:00 - 18:00 (HN 1.24),17.6,12.8,3.8,3.4,2.1,23.5,0.5,0.5,0.2,-,0.5,0.5,0.4,0.4,0.3,0.5,103.3,113.7,-,63.9,1710372715
ZZPRML,NQNNON,u0000260,,,u0000260@anu.edu.au,[MyTT] ComA/18 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),15.4,10.4,3.6,2.2,2.1,33,0.5,0.4,0.2,0.3,0.3,-,0.3,-,-,0.6,54,-,-,66.2,1710372715
TZLBWV,YUHVKU,u0000261,,,u0000261@anu.edu.au,[MyTT] ComA/07 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),18.7,11.2,3.3,3.6,1.1,41.7,0.5,0.5,0.6,0.3,0.6,0.6,0.6,0.5,0.4,0.5,26.7,-,-,86,1710372715
CHEDOZ,NJBPEU,u0000262,,,u0000262@anu.edu.au,[MyTT] ComA/20 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),20.6,10.8,2.6,3.3,2.1,47.3,0.6,0.4,0.5,0.6,0.6,0.6,0.5,-,-,-,54.1,-,-,87.3,1710372715
XQITAQ,GKGEOU,u0000263,,,u0000263@anu.edu.au,[MyTT] ComA/02 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),17.4,12,5.1,2.7,2.3,31.9,0.2,0.6,0.2,0.4,0.5,0.1,0.5,0.6,0.4,0.3,95.8,-,-,67.2,1710372715
IVKOZM,YJETRS,u0000264,,,u0000264@anu.edu.au,[MyTT] ComA/09 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),23.3,13.1,4.2,3.1,2.3,50.4,0.3,0.6,0.4,0.5,0.6,0.4,0.6,0.6,0.4,0.4,80.9,-,-,97.6,1710372715
RLQBZW,IGGXUS,u0000265,,,u0000265@anu.edu.au,[MyTT] ComA/02 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 1 (02) Mon Oct 16 14:00 - 16:00 (HN 1.24),18.2,15.2,5.2,3,2.2,42,0.5,0.3,0.5,0.5,0.5,0.5,0.6,0.6,0.4,0.6,106.9,108.1,-,90.4,1710372715
AVJXGX,UFSDEX,u0000266,,,u0000266@anu.edu.au,[MyTT] ComA/16 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 3 (02) Mon Oct 16 16:00 - 18:00 (HN 1.24),20.2,15.7,3.9,3.3,2.3,43.9,0.6,0.6,0.5,0.5,0.5,-,0.4,0.4,-,-,87.5,109.1,-,91.9,1710372715
YCXJGD,ZPWELV,u0000267,,,u0000267@anu.edu.au,[MyTT] ComA/17 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 3 (01) Thu Oct 12 18:00 - 20:00 (HN 1.24),20.2,14.9,3.3,3.4,2.3,47.8,0.6,0.5,0.4,0.6,0.6,0.6,0.4,0.5,0.4,0.5,119.3,115.6,-,82.2,1710372715
JOGJRT,EAQTBE,u0000268,,,u0000268@anu.edu.au,[MyTT] ComA/16 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),14.7,5.5,3.1,2.8,0,33.8,0.3,0.4,0.2,0.3,0.5,0.5,0.2,0.5,0.2,0.4,0,-,-,62.2,1710372715
LXTJCB,ISNLME,u0000269,,,u0000269@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/25 (Classes 7460/7511);Supplementary and Deferred Exam,12.2,6.6,-,2.4,0,29.6,0.4,0.4,0.3,0,0.4,0.1,0.2,0,0.2,0.3,0,-,31.6,46.8,1710372715
XQMWIW,FUMHXW,u0000270,,,u0000270@anu.edu.au,[MyTT] ComA/04 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),9.3,11.5,3.1,3.1,2.1,33,0.2,0.5,0.2,0.2,0.6,0.1,0.5,0.5,0.5,0.5,102.6,-,-,64.9,1710372715
GNOOBA,PYCMDU,u0000271,,,u0000271@anu.edu.au,[MyTT] ComA/15 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),20.9,11.2,3,3.5,2.1,22.8,0.4,0.6,0.4,0.6,0.5,0.5,0.6,0.5,0.3,0.5,58.2,-,-,59.2,1710372715
VDYYBQ,YQAYHS,u0000272,,,u0000272@anu.edu.au,[MyTT] ComA/07 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 1 (02) Mon Oct 16 14:00 - 16:00 (HN 1.24);Supplementary and Deferred Exam,21.7,4.3,2.6,3.3,2.1,14.4,0.3,0.5,0.6,0.4,0.5,0.5,0.5,0.2,0.4,0.5,69,101.4,-,50.2,1710372715
OGYXIO,CSTQJM,u0000273,,,u0000273@anu.edu.au,[MyTT] ComA/15 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 2 (02) Mon Oct 16 12:00 - 14:00 (HN 1.24),17.7,7,4.2,3.1,2.1,31.1,0.6,0.4,0.6,0.2,0.6,0.2,0.4,0.3,0.4,0.5,82,-,-,56.5,1710372715
KENEBQ,GZZOUI,u0000274,,,u0000274@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/24 (Classes 7460/7511),19.5,14.5,4.3,3.1,2.1,36.7,-,0.5,0.5,0.3,0.5,0.5,0.5,0.6,-,-,58.2,-,-,77.3,1710372715
JRCPCW,ZHAWJY,u0000275,,,u0000275@anu.edu.au,[MyTT] ComA/03 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),22.2,11.8,4.6,3,0.5,36.6,0.5,0.6,0.5,0.5,-,0.2,-,0.4,0.3,0.6,14.9,-,-,87.1,1710372715
PHQBKR,TBTZUD,u0000276,,,u0000276@anu.edu.au,[MyTT] ComA/13 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 2 (02) Mon Oct 16 12:00 - 14:00 (HN 1.24),21.9,11.8,3.3,3.4,2.1,43.1,0.5,0.5,0.5,0.4,0.6,0.3,0.5,0.5,0.5,0.5,70.5,-,-,84.5,1710372715
HQPOBX,WZWWSY,u0000277,,,u0000277@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/25 (Classes 7460/7511);Lab 8 Option 3 (01) Thu Oct 12 18:00 - 20:00 (HN 1.24),17.7,14.4,3.4,2.5,2.1,41.8,0.5,0.4,0.4,0.5,0.6,-,-,0.4,-,0.4,58.6,-,-,78.1,1710372715
TMRCIT,WGXWAD,u0000278,,,u0000278@anu.edu.au,[MyTT] ComA/19 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 1 (01) Wed Oct 11 16:00 - 18:00 (CSIT N115/N116),18.7,13.5,3.1,3.1,2.1,47.1,0.4,0.5,0.5,0.4,0.5,0.4,0.5,0.5,0.5,0.5,90.3,105.9,-,87.1,1710372715
CUHJCC,PNXHGP,u0000279,,,u0000279@anu.edu.au,[MyTT] ComA/04 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 1 (02) Mon Oct 16 14:00 - 16:00 (HN 1.24),11.5,12.1,2.9,2.8,2.2,33.3,0.4,0.6,0.4,0.3,0.6,0.5,0.6,0.4,-,-,97.6,106.7,-,65.3,1710372715
DHUKRZ,JDVJGT,u0000280,,,u0000280@anu.edu.au,[MyTT] ComA/06 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 3 (02) Mon Oct 16 16:00 - 18:00 (HN 1.24),19.4,9.6,3.9,3.3,2.2,43.2,0.6,0.6,0.6,0.5,0.6,0.4,-,-,0.3,0.5,72.1,108.7,-,78.6,1710372715
NSRDPW,BREPSJ,u0000281,,,u0000281@anu.edu.au,[MyTT] ComA/19 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 3 (01) Thu Oct 12 18:00 - 20:00 (HN 1.24),11.3,11.8,2.4,2.8,2.2,31.1,0.6,0.6,0.3,0.4,0.6,0.4,-,0.4,0.5,-,57,113.8,-,64.1,1710372715
TVILYP,BXUKZP,u0000282,,,u0000282@anu.edu.au,[MyTT] ComA/15 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 3 (02) Mon Oct 16 16:00 - 18:00 (HN 1.24),15.6,12.5,4.9,3.3,2.3,39.6,0.5,0.6,0.4,0.5,0.6,0.5,0.5,0.5,0.4,0.6,98,-,-,77.1,1710372715
ELMWLD,XVHUWD,u0000283,,,u0000283@anu.edu.au,[MyTT] ComA/07 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),21.3,14.8,4.4,3.4,2.1,43.8,0.6,0.6,0.5,0.5,0.5,0.5,0.4,0.5,0.4,-,59.6,-,-,92.3,1710372715
FGRDZZ,GYZMVA,u0000284,,,u0000284@anu.edu.au,[MyTT] ComA/08 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),16.6,12,4.3,3.3,2.1,32,0.5,0.5,0.4,0.4,0.4,0.4,0.5,0.6,0.4,0.5,83.4,-,-,72.2,1710372715
IFAQPZ,QMXFTY,u0000285,,,u0000285@anu.edu.au,[MyTT] ComA/15 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Supplementary and Deferred Exam;Supp Special Exam Arrangements,12.7,12.8,2.5,2.8,2,0,0.4,0.3,0.5,0.4,0.4,-,-,0.6,0.6,0.6,64.4,-,48.5,35.3,1710372715
SXEAZQ,XBAPEJ,u0000286,,,u0000286@anu.edu.au,[MyTT] ComA/03 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),22.5,14.3,5.1,3.4,2.2,58.2,0.6,0.5,0.3,0.6,0.5,0.6,0.6,0.6,0.4,0.4,94.9,-,-,106.7,1710372715
ANNUEG,KBNTCV,u0000287,,,u0000287@anu.edu.au,[MyTT] ComA/09 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),17.3,11.2,4.1,3,2.2,45.7,0.5,0.6,0.4,0.5,0.6,0.6,0.6,0.4,0.4,0.5,78.6,-,-,91.3,1710372715
ETPMWK,RSPRRR,u0000288,,,u0000288@anu.edu.au,[MyTT] ComA/04 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 1 (02) Mon Oct 16 14:00 - 16:00 (HN 1.24),15.9,14.1,4.9,3.2,2.1,32,0.4,0.5,0.6,0.6,0.5,0.3,0.6,0.4,0.3,0.5,76.4,107.5,-,71,1710372715
IIKCVP,WYKQDY,u0000289,,,u0000289@anu.edu.au,[MyTT] ComA/20 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),16.8,6.6,3.3,2.9,2,44.4,0.4,0.5,0.4,0.4,0.5,0.4,0.6,0.4,0.4,0.5,77.7,-,-,75.4,1710372715
JEURQL,LQCTZL,u0000290,,,u0000290@anu.edu.au,[MyTT] ComA/08 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),18,6,4.3,3.1,2.2,42.6,0.6,0.5,0.3,0.6,0.5,0.3,0.4,0.5,-,-,51.1,-,-,79.8,1710372715
IWYXJU,BNJUMF,u0000291,,,u0000291@anu.edu.au,[MyTT] ComA/16 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 1 (02) Mon Oct 16 14:00 - 16:00 (HN 1.24),19.5,16.5,4.5,3.1,2.2,42.3,0.6,0.6,0.4,0.2,0.5,0.3,0.3,0.5,0.5,0.6,108.1,113.6,-,92,1710372715
CGZMTR,UOMKIJ,u0000292,,,u0000292@anu.edu.au,[MyTT] ComA/15 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),8.8,9.4,3.5,2.9,2.1,31.4,0.4,0.5,0.6,0.3,0.6,0.5,0.3,0.5,0.4,0.5,81.3,-,-,60.4,1710372715
BIFFED,OTJYLW,u0000293,,,u0000293@anu.edu.au,[MyTT] ComA/19 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 2 (02) Mon Oct 16 12:00 - 14:00 (HN 1.24),18.7,13.7,2.2,3.3,2.3,42.6,0.5,-,0.6,0.1,0.5,0.5,0.5,0.5,0.4,0.6,57.8,-,-,77.7,1710372715
UMVKLH,QLMVHG,u0000294,,,u0000294@anu.edu.au,[MyTT] ComA/09 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),21.1,13.1,2.4,3.5,2,30.2,0.4,0.6,0.4,0.4,0.6,0.4,0.6,0.5,0.5,0.6,74.1,-,-,77.6,1710372715
IXQKUZ,JKZSSO,u0000295,,,u0000295@anu.edu.au,[MyTT] ComA/04 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Supplementary and Deferred Exam,20.9,13.1,4,3.1,2.4,-,0.5,0.5,0.3,0.2,0.5,-,0.5,0.5,0.2,0.6,77.8,-,32.9,43,1710372715
CFINBL,LFATGG,u0000296,,,u0000296@anu.edu.au,[MyTT] ComA/06 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),21.3,13.9,3.7,2.8,2.4,44.2,0.5,0.4,0.4,0.4,0.6,0.4,0.5,0.3,-,-,55.3,-,-,95.4,1710372715
SYPXZE,BUAQSV,u0000297,,,u0000297@anu.edu.au,[MyTT] ComA/11 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),23.1,12.5,4.4,3.2,2.3,34.7,0.5,0.6,0.3,0.6,0.5,0.6,0.6,0.4,-,-,66,-,-,72.7,1710372715
MPXMTN,AXBUYZ,u0000298,,,u0000298@anu.edu.au,[MyTT] ComA/14 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),23.3,13.1,4.7,3.3,2.1,43.4,0.6,0.5,0.4,0.3,0.5,0.5,0.5,0.6,0.3,0.5,100.8,-,-,80,1710372715
PJYVTA,YTYULK,u0000299,,,u0000299@anu.edu.au,[MyTT] ComA/20 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),18.7,10.6,4.8,2.8,2.1,37.7,0.4,0.4,0.4,0.2,0.6,0.3,0.3,0.3,0.2,0.6,50.6,-,-,80.3,1710372715
BAOWZM,SAIZZL,u0000300,,,u0000300@anu.edu.au,[MyTT] ComA/05 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),17,9.5,4.4,3.1,2,26.1,0.4,0.6,0.4,0.4,0.5,0.4,0.6,0.4,0.3,0.5,52.8,-,-,62.3,1710372715
DNLGFH,FYWKGZ,u0000301,,,u0000301@anu.edu.au,[MyTT] ComA/04 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Supplementary and Deferred Exam,-,8.3,2.4,3,2,30.6,0.2,0.6,0.3,0.2,0.5,0.2,0.4,0.5,0.3,0.6,95.8,-,31,49.1,1710372715
JBZFFL,PNIQFB,u0000302,,,u0000302@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/24 (Classes 7460/7511);Supplementary and Deferred Exam,18,16.5,4.9,2.8,2.1,18.7,0.1,0.4,0.4,0.3,0.5,0.3,0.5,0.3,0.4,0.4,87.7,-,28.4,65.2,1710372715
KKREWE,KAEGZL,u0000303,,,u0000303@anu.edu.au,[MyTT] ComA/03 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 2 (02) Mon Oct 16 12:00 - 14:00 (HN 1.24),19.9,4.6,4.1,3.2,2.2,23.7,0.5,0.5,0.2,0.5,0.6,0.5,0.4,0.5,0.3,0.5,70.2,-,-,60.1,1710372715
ETQKJB,EXOIHY,u0000304,,,u0000304@anu.edu.au,[MyTT] ComA/11 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),21,14.6,3.1,3,2.2,33,0.4,0.5,0.5,0.5,0.5,0.6,0.5,0.6,-,-,53.4,-,-,79.7,1710372715
CFPVHD,ZZQXJA,u0000305,,,u0000305@anu.edu.au,[MyTT] ComA/11 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),19.6,15.9,2.6,3.1,2.1,35.2,0.6,0.5,0.6,0.4,0.6,0.5,0.6,0.6,0.4,-,50.1,-,-,87.4,1710372715
LFEWFE,QYCGEV,u0000306,,,u0000306@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/21 (Classes 7460/7511),12,9.4,4.6,3,2.4,32,0.6,0.6,0.3,0.2,0.6,0.6,0.4,0.4,0.3,0.6,50.7,-,-,67.5,1710372715
KWQSMU,ISNNGO,u0000307,,,u0000307@anu.edu.au,[MyTT] ComA/05 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),18.1,10.8,4.2,3.4,2.3,32.7,0.5,0.6,0.3,0.6,0.6,0.3,0.5,0.5,0.3,0.5,59.8,-,-,71.5,1710372715
KTNXTB,RUQRFS,u0000308,,,u0000308@anu.edu.au,[MyTT] ComA/06 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),17.8,15,3.4,3.1,2.3,44.6,0.4,0.5,0.3,0.2,0.5,0.1,0.4,0.6,-,0.5,76,-,-,85.2,1710372715
RUMYBX,SMKALI,u0000309,,,u0000309@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/22 (Classes 7460/7511),19.9,13.2,3.8,3.2,2.1,31.9,0.3,0.6,0.6,0.2,-,0.5,0.4,0.4,0.3,0.5,66.2,-,-,71.4,1710372715
